Market,Facility,Sales Order #,Work Order #,Customer Reference Number,Alternate Reference Number,Booked Date,Sales Order Status,Work Order Status,Operational Status,Scheduling Status,Receiving Status,Work Order Hold Type,Status Updated Date,Order Category,Original Scheduled Date,Scheduled Date,Deliver By Date,Sales Order ClosedDate,Work Order ClosedDate,Days to First Call,Days to Schedule,Courtesy Call Date,First Schedule Attempt,First Offered Date,Last Call Date,First Schedule Date,Rescheduled Date,Scheduling Attempts,Not At Home Exception,Weather Exception,Refused Exception,Stop Exception,Item Exception,Base Services,Service Windows,Customer City,Customer State,CustomerZip,Customer loc Lattitude,Avg Miles Per Order
LMH Austin,LAST MILE HUB AUSTIN,000005Q17RSRA000006000,000005Q17RV4Q000004000,TONAL1000127852,1000127852,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/19/2021,Delivery,3/19/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,14,14,3/16/2021,3/16/2021,3/19/2021,3/18/2021,3/16/2021,3/19/2021,4,,,,,,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78729,30.4522934000,12.7
LMH Austin,LAST MILE HUB AUSTIN,000005Q17RSSA000006000,000005Q17S040000004000,TONAL1000126983,1000126983,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/29/2021,Delivery,3/29/2021,3/29/2021,3/29/2021,3/29/2021,3/29/2021,14,14,3/16/2021,3/16/2021,3/19/2021,3/27/2021,3/16/2021,3/29/2021,4,,,,,,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78732,30.4102380000,17.56
LMH Austin,LAST MILE HUB AUSTIN,000005Q18E61C000006000,000005Q18E8MC000004000,TONAL1000130031,1000130031,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/23/2021,Delivery,3/23/2021,3/23/2021,3/23/2021,3/23/2021,3/23/2021,14,14,3/16/2021,3/16/2021,3/23/2021,3/22/2021,3/16/2021,3/23/2021,4,,,,,,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78702,30.2558651000,16.13
LMH Austin,LAST MILE HUB AUSTIN,000005Q18E63G000004000,000005Q18E89Q000004000,TONAL1000130314,1000130314,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/21/2021,Delivery,3/20/2021,3/20/2021,3/20/2021,3/21/2021,3/21/2021,14,14,3/16/2021,3/16/2021,3/20/2021,3/16/2021,3/16/2021,3/20/2021,2,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78758,30.4037001000,5.92
LMH Austin,LAST MILE HUB AUSTIN,000005Q18E66E000002000,000005Q18E82S000004000,TONAL1000126861,1000126861,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/23/2021,Delivery,3/23/2021,3/23/2021,3/23/2021,3/23/2021,3/23/2021,15,15,3/17/2021,3/16/2021,3/20/2021,3/22/2021,3/17/2021,3/23/2021,5,,,,,,White Glove,15:00:00 - 19:00:00,AUSTIN,TX,78749,30.2160950000,22.93
LMH Austin,LAST MILE HUB AUSTIN,000005Q18E688000004000,000005Q18E95O000004000,TONAL1000130119,1000130119,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/24/2021,Delivery,3/22/2021,3/24/2021,3/24/2021,3/24/2021,3/24/2021,16,16,3/18/2021,3/16/2021,3/20/2021,3/23/2021,3/18/2021,3/24/2021,8,,,,"Out of Time Window,",,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78703,30.2689443000,16.6
LMH Austin,LAST MILE HUB AUSTIN,000005Q190EFK000006000,000005Q190GD4000004000,TONAL1000183353,1000183353,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/20/2021,Delivery,4/13/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,29,29,3/31/2021,3/31/2021,4/13/2021,4/20/2021,3/31/2021,4/20/2021,2,,,,,,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78721,30.2583221000,15.9
LMH Austin,LAST MILE HUB AUSTIN,000005Q190ETE000002000,000005Q190HDQ000004000,TONAL1000123955,1000123955,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/24/2021,Delivery,3/22/2021,3/24/2021,3/24/2021,3/24/2021,3/24/2021,15,15,3/16/2021,3/16/2021,3/19/2021,3/23/2021,3/16/2021,3/24/2021,6,,,,,,White Glove,14:00:00 - 18:00:00,AUSTIN,TX,78733,30.3123488000,18.27
LMH Austin,LAST MILE HUB AUSTIN,000005Q1A53SU000006000,000005Q1A55LK000006000,TONAL1000127379,1000127379,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/25/2021,Delivery,3/25/2021,3/25/2021,3/25/2021,3/25/2021,3/25/2021,14,14,3/16/2021,3/16/2021,3/20/2021,3/25/2021,3/16/2021,3/25/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78757,30.3602128000,9.75
LMH Austin,LAST MILE HUB AUSTIN,000005Q1AND2Q000004000,000005Q1ANF20000002000,TONAL1000125012,1000125012,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/21/2021,Delivery,3/20/2021,3/20/2021,3/20/2021,3/21/2021,3/21/2021,14,14,3/16/2021,3/16/2021,3/19/2021,3/16/2021,3/16/2021,3/20/2021,2,,,,"Out of Time Window,",,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78735,30.2735666000,25.19
LMH Austin,LAST MILE HUB AUSTIN,000005RFFTOM2000002000,000005RFFTQV4000002000,TONAL13381208RMA,13381208-RMA,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/25/2021,Delivery,3/25/2021,3/25/2021,3/25/2021,3/25/2021,3/25/2021,8,8,3/18/2021,3/18/2021,3/22/2021,3/25/2021,3/18/2021,3/25/2021,2,,,,,,White Glove,14:00:00 - 18:00:00,AUSTIN,TX,78739,30.1700203000,27.62
LMH Austin,LAST MILE HUB AUSTIN,000005RKAPG5I000004000,000005RKAPI40000006000,TONAL1000134073,1000134073,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/30/2021,Delivery,3/30/2021,3/30/2021,3/30/2021,3/30/2021,3/30/2021,12,12,3/23/2021,3/23/2021,3/26/2021,3/30/2021,3/23/2021,3/30/2021,4,,,,,,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78703,30.2865621000,14.96
LMH Austin,LAST MILE HUB AUSTIN,000005RKCGERE000002000,000005RKCGLJG000006000,TONAL1000134981,1000134981,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/27/2021,Delivery,3/27/2021,3/27/2021,3/27/2021,3/27/2021,3/27/2021,12,12,3/23/2021,3/23/2021,3/26/2021,3/23/2021,3/23/2021,3/27/2021,2,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78749,30.2117847000,23.64
LMH Austin,LAST MILE HUB AUSTIN,000005RKCGHO8000004000,000005RKCGOVC000002000,TONAL1000133373,1000133373,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/27/2021,Delivery,3/27/2021,3/27/2021,3/27/2021,3/27/2021,3/27/2021,12,12,3/23/2021,3/23/2021,3/26/2021,3/23/2021,3/23/2021,3/27/2021,2,,,,"Out of Time Window,",,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78748,30.1452947000,28.33
LMH Austin,LAST MILE HUB AUSTIN,000005RKD2OP2000006000,000005RKD2QV8000002000,TONAL1000131727,1000131727,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/30/2021,Delivery,3/30/2021,3/30/2021,3/30/2021,3/30/2021,3/30/2021,12,12,3/23/2021,3/23/2021,3/30/2021,3/30/2021,3/23/2021,3/30/2021,4,,,,,,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78723,30.2958908000,13.73
LMH Austin,LAST MILE HUB AUSTIN,000005SSBROHG000006000,000005SSBRQHQ000006000,TONAL1000136617,1000136617,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/6/2021,Delivery,4/6/2021,4/6/2021,4/6/2021,4/6/2021,4/6/2021,12,12,3/31/2021,3/31/2021,4/6/2021,4/5/2021,3/31/2021,4/6/2021,2,,,,,,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78746,30.2618642000,17.74
LMH Austin,LAST MILE HUB AUSTIN,000005SSKEIEI000004000,000005SSKEKSQ000004000,TONAL1000135844,1000135844,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/8/2021,Delivery,4/8/2021,4/8/2021,4/8/2021,4/8/2021,4/8/2021,11,11,3/30/2021,3/30/2021,4/6/2021,4/7/2021,3/30/2021,4/8/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78723,30.2957030000,14.82
LMH Austin,LAST MILE HUB AUSTIN,000005SSL0PT0000004000,000005SSL0SEA000002000,TONAL1000137956,1000137956,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/2/2021,Delivery,4/2/2021,4/2/2021,4/2/2021,4/2/2021,4/2/2021,11,11,3/30/2021,3/30/2021,4/2/2021,4/1/2021,3/30/2021,4/2/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78726,30.4493767000,12.43
LMH Austin,LAST MILE HUB AUSTIN,000005SSNSDKE000002000,000005SSNSNGK000002000,TONAL1000136021,1000136021,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/16/2021,Delivery,4/8/2021,4/16/2021,4/16/2021,4/16/2021,4/16/2021,12,12,3/31/2021,3/31/2021,4/6/2021,4/16/2021,3/31/2021,4/16/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78732,30.3620435000,40.85
LMH Austin,LAST MILE HUB AUSTIN,000005SSQ5MLM000006000,000005SSQ5P0E000004000,TONAL1000141227,1000141227,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/6/2021,Delivery,4/2/2021,4/5/2021,4/5/2021,4/19/2021,4/6/2021,11,11,3/30/2021,3/30/2021,4/2/2021,4/4/2021,3/30/2021,4/5/2021,2,,,,"Cannot Perform Stop,",,White Glove,09:00:00 - 13:00:00,AUSTIN,TX,78746,30.2691646000,17.33
LMH Austin,LAST MILE HUB AUSTIN,000005SSQ5MLM000006000,000005VOSO812000004000,TONAL1000141227,1000141227,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/19/2021,Delivery,4/19/2021,4/19/2021,4/19/2021,4/19/2021,4/19/2021,12,3,4/18/2021,,4/14/2021,4/18/2021,4/9/2021,4/19/2021,0,,,,"Out of Time Window,",,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78746,30.2691646000,17.33
LMH Austin,LAST MILE HUB AUSTIN,000005SSQ5MMO000002000,000005SSQ5P92000002000,TONAL1000138754,1000138754,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/8/2021,Delivery,4/8/2021,4/8/2021,4/8/2021,4/8/2021,4/8/2021,12,12,3/31/2021,3/31/2021,4/6/2021,4/7/2021,3/31/2021,4/8/2021,2,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78757,30.3379200000,11.6
LMH Austin,LAST MILE HUB AUSTIN,000005SSQO09E000002001,000005SSQO3KI000006000,TONAL1000135265,1000135265,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/9/2021,Delivery,4/9/2021,4/9/2021,4/9/2021,4/9/2021,4/9/2021,12,12,3/31/2021,3/31/2021,4/6/2021,4/9/2021,3/31/2021,4/9/2021,5,,,,"Out of Time Window,",,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78717,30.4875383000,5.94
LMH Austin,LAST MILE HUB AUSTIN,000005SSTJGS0000006000,000005SSTJHMQ000004000,TONAL1000144319,1000144319,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/22/2021,Delivery,4/15/2021,4/22/2021,4/22/2021,4/22/2021,4/22/2021,12,12,3/31/2021,3/31/2021,4/8/2021,4/21/2021,3/31/2021,4/22/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78744,30.1482301000,27.75
LMH Austin,LAST MILE HUB AUSTIN,000005ST0F406000006000,000005ST0F6FA000002000,TONAL1000144559,1000144559,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/3/2021,Delivery,4/3/2021,4/3/2021,4/3/2021,4/3/2021,4/3/2021,11,11,3/30/2021,3/30/2021,4/3/2021,3/30/2021,3/30/2021,4/3/2021,2,,,,,,White Glove,09:00:00 - 13:00:00,AUSTIN,TX,78759,30.4109619000,10.03
LMH Austin,LAST MILE HUB AUSTIN,000005ST0F42U000006000,000005ST0F7FU000002000,TONAL1000147085,1000147085,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/6/2021,Delivery,4/6/2021,4/6/2021,4/6/2021,4/6/2021,4/6/2021,12,12,3/31/2021,3/31/2021,4/6/2021,4/5/2021,3/31/2021,4/6/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78739,30.1859083000,29.1
LMH Austin,LAST MILE HUB AUSTIN,000005ST0F45C000002000,000005ST0F7CG000006000,TONAL1000144614,1000144614,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/2/2021,Delivery,4/2/2021,4/2/2021,4/2/2021,4/2/2021,4/2/2021,11,11,3/30/2021,3/30/2021,4/2/2021,4/1/2021,3/30/2021,4/2/2021,2,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78734,30.3860985000,32.6
LMH Austin,LAST MILE HUB AUSTIN,000005ST11C34000004000,000005ST11EIM000002000,TONAL1000145302,1000145302,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/5/2021,Delivery,4/5/2021,4/5/2021,4/5/2021,4/5/2021,4/5/2021,12,12,3/31/2021,3/31/2021,4/5/2021,4/4/2021,3/31/2021,4/5/2021,2,,,,,,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78745,30.1939306000,23.83
LMH Austin,LAST MILE HUB AUSTIN,000005ST1JOTA000006000,000005ST1JRLC000006000,TONAL1000144879,1000144879,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/5/2021,Delivery,4/5/2021,4/5/2021,4/5/2021,4/5/2021,4/5/2021,11,11,3/30/2021,3/30/2021,4/3/2021,4/4/2021,3/30/2021,4/5/2021,3,,,,,,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78746,30.2668793000,20.24
LMH Austin,LAST MILE HUB AUSTIN,000005ST268QA000004000,000005ST26GFG000006000,TONAL1000130080,1000130080,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/6/2021,Delivery,4/6/2021,4/6/2021,4/6/2021,4/6/2021,4/6/2021,12,12,3/31/2021,3/31/2021,4/6/2021,4/5/2021,3/31/2021,4/6/2021,2,,,,,,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78704,30.2484795000,17.07
LMH Austin,LAST MILE HUB AUSTIN,000005ST26A8U000006000,000005ST26HKI000006000,TONAL1000138660,1000138660,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/9/2021,Delivery,4/9/2021,4/9/2021,4/9/2021,4/9/2021,4/9/2021,12,12,3/31/2021,3/31/2021,4/5/2021,4/8/2021,3/31/2021,4/9/2021,4,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78759,30.3943309000,9.04
LMH Austin,LAST MILE HUB AUSTIN,000005STUPKDK000002000,000005STUPMDE000006000,TONAL1000127465RMA,1000127465-RMA,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/2/2021,Delivery,4/2/2021,4/2/2021,4/2/2021,4/2/2021,4/2/2021,11,11,3/30/2021,3/30/2021,4/2/2021,4/1/2021,3/30/2021,4/2/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78734,30.3899386000,32.87
LMH Austin,LAST MILE HUB AUSTIN,000005TNBIRSS000004000,000005TNBJ0JA000006000,TONAL1000146976,1000146976,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/20/2021,Delivery,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,21,21,4/14/2021,4/14/2021,4/17/2021,4/19/2021,4/14/2021,4/20/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78703,30.3073130000,13.36
LMH Austin,LAST MILE HUB AUSTIN,000005TNF0GMO000002000,000005TNF0IFK000006000,TONAL1000142870,1000142870,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/27/2021,Delivery,4/27/2021,4/27/2021,4/27/2021,4/27/2021,4/27/2021,21,21,4/14/2021,4/14/2021,4/20/2021,4/26/2021,4/14/2021,4/27/2021,3,,,,"Out of Time Window,",,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78744,30.1460289000,26.05
LMH Austin,LAST MILE HUB AUSTIN,000005TNJ0RR0000004000,000005TNJ11IO000006000,TONAL1000147421,1000147421,2/18/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,3/24/2021,Delivery,5/4/2021,5/4/2021,5/4/2021,,,21,21,4/14/2021,4/14/2021,4/20/2021,4/14/2021,4/14/2021,5/4/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78723,30.2951113000,13.34
LMH Austin,LAST MILE HUB AUSTIN,000005VVE3SHG000006000,000005VVE3UNO000006000,TONAL1000116935RMA,1000116935-RMA,2/18/2021,Open,Open,Assigned,Appointment Scheduled,Fully Received,No Hold,4/27/2021,Delivery,4/27/2021,4/28/2021,4/28/2021,,,16,16,4/22/2021,4/20/2021,4/23/2021,4/27/2021,4/22/2021,4/28/2021,5,,,,,,White Glove,15:00:00 - 19:00:00,AUSTIN,TX,78756,30.3284508000,11.88
LMH Austin,LAST MILE HUB AUSTIN,00000609TRSNO000006000,00000609TS090000004000,TONAL1000153312,1000153312,2/18/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/24/2021,Delivery,4/24/2021,4/24/2021,4/24/2021,4/24/2021,4/24/2021,12,12,4/21/2021,4/21/2021,4/24/2021,4/21/2021,4/21/2021,4/24/2021,1,,,,,,White Glove,08:00:00 - 12:00:00,AUSTIN,TX,78746,30.2787440000,17.59
LMH Austin,LAST MILE HUB AUSTIN,00000609TRSUC000006000,00000609TRVPM000004000,TONAL1000154725,1000154725,2/18/2021,Open,Open,Routed,Appointment Scheduled,Fully Received,No Hold,4/27/2021,Delivery,4/29/2021,4/29/2021,4/29/2021,,,13,13,4/22/2021,4/21/2021,4/24/2021,4/22/2021,4/22/2021,4/29/2021,1,,,,,,White Glove,15:00:00 - 19:00:00,AUSTIN,TX,78738,30.2939858000,25.58
LMH Austin,LAST MILE HUB AUSTIN,00000609TRSUM000006000,00000609TRVVS000004000,TONAL1000152827,1000152827,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/9/2021,Delivery,5/22/2021,5/22/2021,5/22/2021,,,12,12,4/21/2021,4/21/2021,4/24/2021,4/21/2021,4/21/2021,5/22/2021,1,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78730,30.3657517000,15.25
LMH Austin,LAST MILE HUB AUSTIN,00000609TRSV2000002000,00000609TRV5G000006000,TONAL1000155475,1000155475,2/19/2021,Open,Open,Assigned,Appointment Scheduled,Fully Received,No Hold,4/27/2021,Delivery,4/28/2021,4/28/2021,4/28/2021,,,12,12,4/21/2021,4/21/2021,4/24/2021,4/27/2021,4/21/2021,4/28/2021,1,,,,,,White Glove,14:00:00 - 18:00:00,AUSTIN,TX,78717,30.4769438000,8.52
LMH Austin,LAST MILE HUB AUSTIN,00000609TRT5S000002000,00000609TS0QK000002000,TONAL1000155452,1000155452,2/19/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/27/2021,Delivery,4/27/2021,4/27/2021,4/27/2021,4/27/2021,4/27/2021,13,13,4/22/2021,4/21/2021,4/24/2021,4/26/2021,4/22/2021,4/27/2021,2,,,,"Out of Time Window,",,White Glove,12:00:00 - 16:00:00,AUSTIN,TX,78746,30.2890049000,20.12
LMH Austin,LAST MILE HUB AUSTIN,00000609UE5I0000002000,00000609UE7TC000002000,TONAL1000154897,1000154897,2/19/2021,Open,Open,Routed,Appointment Scheduled,Fully Received,No Hold,4/27/2021,Delivery,4/29/2021,4/29/2021,4/29/2021,,,13,13,4/22/2021,4/21/2021,4/29/2021,4/22/2021,4/22/2021,4/29/2021,4,,,,,,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78723,30.2920762000,13.84
LMH Austin,LAST MILE HUB AUSTIN,00000609UE5J8000004000,00000609UE976000002000,TONAL1000157925,1000157925,2/19/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/27/2021,Delivery,4/27/2021,4/27/2021,4/27/2021,4/27/2021,4/27/2021,12,12,4/21/2021,4/21/2021,4/27/2021,4/27/2021,4/21/2021,4/27/2021,1,,,,"Out of Time Window,",,White Glove,10:00:00 - 14:00:00,AUSTIN,TX,78721,30.2822273000,15.79
LMH Austin,LAST MILE HUB AUSTIN,00000609UE5LQ000002000,00000609UE8IQ000002000,TONAL1000153474,1000153474,2/19/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/24/2021,Delivery,4/24/2021,4/24/2021,4/24/2021,4/24/2021,4/24/2021,12,12,4/21/2021,4/21/2021,4/24/2021,4/21/2021,4/21/2021,4/24/2021,1,,,,,,White Glove,09:00:00 - 13:00:00,AUSTIN,TX,78739,30.1769269000,29.57
LMH Austin,LAST MILE HUB AUSTIN,00000609UE5N8000004000,00000609UE9P2000002000,TONAL1000156864,1000156864,2/19/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/26/2021,Delivery,4/26/2021,4/26/2021,4/26/2021,4/26/2021,4/26/2021,13,13,4/22/2021,4/21/2021,4/24/2021,4/24/2021,4/22/2021,4/26/2021,3,,,,"Out of Time Window,",,White Glove,13:00:00 - 17:00:00,AUSTIN,TX,78735,30.2497339000,24.51
LMH Austin,LAST MILE HUB AUSTIN,00000609UE5O0000002000,00000609UE8CS000004000,TONAL1000157786,1000157786,2/19/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/27/2021,Delivery,4/27/2021,4/27/2021,4/27/2021,4/27/2021,4/27/2021,13,13,4/22/2021,4/21/2021,4/24/2021,4/27/2021,4/22/2021,4/27/2021,3,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,AUSTIN,TX,78704,30.2474239000,17
LMH Austin,LAST MILE HUB AUSTIN,0000060A051FU000004000,0000060A053K6000006000,TONAL1000157215,1000157215,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/9/2021,Delivery,5/8/2021,5/8/2021,5/8/2021,,,13,13,4/22/2021,4/21/2021,4/24/2021,4/22/2021,4/22/2021,5/8/2021,3,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78753,30.3814580000,6.68
LMH Austin,LAST MILE HUB AUSTIN,0000061350L5K000006000,0000061350N5C000002000,TONAL1000160311,1000160311,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/8/2021,5/8/2021,5/8/2021,,,11,11,4/24/2021,4/24/2021,5/3/2021,4/24/2021,4/24/2021,5/8/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78746,30.3121037000,16.4
LMH Austin,LAST MILE HUB AUSTIN,0000061350LPI000004000,0000061350NO0000002000,TONAL1000158705,1000158705,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/5/2021,5/5/2021,5/5/2021,,,10,10,4/24/2021,4/24/2021,5/3/2021,4/24/2021,4/24/2021,5/5/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78738,30.3248933000,30.15
LMH Austin,LAST MILE HUB AUSTIN,0000061350LU6000004000,0000061350O2G000004000,TONAL1000160952,1000160952,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/7/2021,5/7/2021,5/7/2021,,,10,10,4/24/2021,4/24/2021,5/3/2021,4/24/2021,4/24/2021,5/7/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78737,30.1585090000,33.65
LMH Austin,LAST MILE HUB AUSTIN,000006135IVHI000002000,000006135J1IO000006000,TONAL1000161250,1000161250,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/6/2021,5/6/2021,5/6/2021,,,10,10,4/24/2021,4/24/2021,5/3/2021,4/24/2021,4/24/2021,5/6/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78759,30.4177050000,11.77
LMH Austin,LAST MILE HUB AUSTIN,0000061365A5O000004000,0000061365E0O000004000,TONAL1000158647,1000158647,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/6/2021,5/6/2021,5/6/2021,,,10,10,4/24/2021,4/24/2021,5/6/2021,4/24/2021,4/24/2021,5/6/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78723,30.2912709000,13.44
LMH Austin,LAST MILE HUB AUSTIN,0000061365AOQ000002000,0000061365ETG000002000,TONAL1000161455,1000161455,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/17/2021,5/14/2021,5/14/2021,,,11,11,4/25/2021,4/24/2021,5/3/2021,4/25/2021,4/25/2021,5/14/2021,3,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78731,30.3420353000,12.77
LMH Austin,LAST MILE HUB AUSTIN,0000061365BCA000002000,0000061365ENI000004000,TONAL1000158805,1000158805,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/3/2021,5/3/2021,5/3/2021,,,10,10,4/24/2021,4/24/2021,5/3/2021,4/24/2021,4/24/2021,5/3/2021,1,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78745,30.2225782000,20.95
LMH Austin,LAST MILE HUB AUSTIN,0000061365BCC000004000,0000061365F88000006000,TONAL1000158004,1000158004,2/19/2021,Open,Open,Ready to Route,Date Scheduled,Fully Received,No Hold,4/14/2021,Delivery,5/8/2021,5/8/2021,5/8/2021,,,10,10,4/24/2021,4/24/2021,5/3/2021,4/24/2021,4/24/2021,5/8/2021,2,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78731,30.3536416000,12.45
LMH Austin,LAST MILE HUB AUSTIN,000006136NK0S000002000,000006136NMI2000006000,TONAL1000157203,1000157203,2/19/2021,Open,Open,Routed,Date Scheduled,Fully Received,No Hold,4/28/2021,Delivery,5/12/2021,4/30/2021,4/30/2021,,,11,11,4/25/2021,4/24/2021,5/4/2021,4/28/2021,4/25/2021,4/30/2021,3,,,,,,White Glove,07:00:00 - 22:00:00,AUSTIN,TX,78737,30.2029131000,30.47
